	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Bacteroides 5250	0.039627777	0.000165981	0	0	0	0	0	0.000893555	0.011373376	0.142345924	0	0	0	0	0.08693865	0.049988626	0.005230226	0.18259701	0.147268305	0	0.045440696	0.000333667	0	3.42173e-05	0.0702622	0.000376541	0.053157448	0	0.002381042	0.014436344	0.001067643	0.001037883	0	0	0.071099744	0.069883041	0	0	0.034060312	0.049204771	0.012082854	0.065776014	0	0	0	0.032904999	0.033953241	0	3.50533e-05	0.017835383	0.014572609	0	0	0	0	0	0	0	0.002836879	0.006000337	0	0	0.028429882	0.043025509	0	0.001986415	0	0	0	0	0	0	0	0	0.000275065	0.05601523	0.071533254	0	0.000721241	0.074553659	0.01204236	0.008780733	0	0.069142689	0.002607562	8.38785e-05	0.187736037	0	0	0	0.006665621	0.011990008	0	0.00067076	0.019892191	0.007818701	0	0	0	0	0.023491608	0	0	0	0.000236379	0.00010099	5.48667e-05	0	0.000124844	0.012409456	0.007873104	0	0	0.000233891	0.178124517	0.118127581	0.016357846	0	0	0.000530786	0.000153988	0.000201837	0	0	0.241956085	0.003515651	0.010220843	0.00161406	0	0	0	0.050518719	0.155462185	0.032007179	0.10926949	0	0	0.000309809	0.003570154	0.000832838	2.98178e-05	8.76155e-05	0.00220681	0	0.088230625	0	0.041749627	0.096048024	0	0	0.119870616	0	0.010995626	0.009777036	0.063442435	0	0	0	0.007571169	0.131168747	0.173095693	0	0.029632721	0	0.213464168	0.204216545	0.009780799	0.02636355	0.036998452	0	0.094274147	0.005140187	0.009755342	0.009993425	0.052642766	0	0	0	0.000309598	0	0	0	0	0.093386405	0	0	0	0	0.139344982	0.027792021	0.030577789	0.145165863	0	0	0	0.014925373	0.271859296	0.231343284	0.130772402	0	0	6.98357e-05	0.086728632	0.145459837	0.048720843	0.000763862	0.000290677	0.050225868	0	4.44306e-05	0.049894217	0.015359684	0.00021245	0	0.065386887	0	9.54654e-05	0.000319928	9.71204e-05	0.000204675	0.000449736	0.000618716	0	9.49172e-05	0.004715019	0.146603309	0.137436598	0	0.000148566	0	0	0.015451585	0.039658635	5.80013e-05	0.049800797	6.83761e-05	0.000455044	0.000370737	0	0.153526191	0.000198728	4.1115e-05	4.14886e-05	0.000159033	0	0	0.036943164	0.035461563	6.44912e-05	0.000152835	0.125513361	0	0.041002034	0.000116523	0.008874546
Bacteroides 1520	0.083306957	0	0	0	0	0	0	0.000781861	0.002373574	0	0.098361188	0.073185868	0.082395197	0	0.000102764	0	6.41746e-05	0.065429195	0.080083384	0	0	0	0.011340285	0.014884517	0.005505272	0.000658948	0.035721283	0	0.016553914	0	0	0	0.141046154	0	0.006585678	0.014766082	0	4.09065e-05	0.003096392	0.04000994	0	0.012150894	0	0	0.028220514	0.026368566	0.02869288	0.091158438	0.076135726	0.067021159	0.057420431	0	0.099529587	0	0.001713633	0	0	0	0	0	0	0	0.033665484	0.042864062	0	0.019287454	0	0	0.104622496	0	0	0	0.01158659	8.67378e-05	0	0.00146445	0.001186405	0.014855887	0.006491165	0.000196194	0.151225416	0.079528349	0	0.069069289	0.004345937	0	0.011727291	0	0.000186986	4.02431e-05	0.013095985	0.016153206	0	0.000103194	0.025139532	0.010993809	0	0	0	0	0	0	0.000518001	0	0	0	0	0	0	0.000729968	0.001042028	0	0	0.003625307	0.000347598	0.037907297	0	0	0	0	0	0.107074377	0.128437639	0.081508765	0.017942948	0.000135217	0.009308268	5.978e-05	0	0	0	0.01443392	0.050420168	0.009422674	0.020564764	0	0	0.011896648	0	0.000118977	0.022244089	0.016077452	0	0	0.006191066	0.002450057	0.033536585	0	0	0	0.058413141	0.000189072	0.017015129	0.008465482	0.007757154	0	0	0	0	6.46789e-05	0.000424358	0	0.008190735	0	0.052762809	0.088976237	0.001040511	0.001814882	0.011281105	0	0.014748409	0	0.074481264	0.082971729	0.015870767	0	0	0	0	0	0	0	0	0.004286589	0	0	0	0	0.017385196	0	0.000187594	0	0	0.000160539	0.000657895	0.000204457	0.061055276	0.078738958	0.13022265	0	0.146123196	0	0.008665875	0.007392317	0.011145598	0.000104163	7.26691e-05	0.006300523	0.151045857	8.88612e-05	0.053508463	7.04573e-05	0.00021245	0	5.90667e-05	0	0.112362768	0.126851585	0.000145681	8.18699e-05	0.021090255	0.031554524	0	9.49172e-05	0.000277354	0.002287927	0.003283912	0.000125644	7.42832e-05	8.84721e-05	0	0.000664584	0.014056225	0	0.010244735	6.83761e-05	0	0.000123579	0	0	0	0	0	0	0	0.054271588	0.100537634	0.124638147	0	0.010851291	0.004838256	0	0.048709988	0	0.016034691
Escherichia 5124	0.000189909	6.63922e-05	0.0064653	0	0.005817336	0.000753336	0.005347594	0.000446778	3.29663e-05	0.000198807	0	0.001684472	0.00171545	0	0.001952523	5.68699e-05	0.004267608	0	4.34292e-05	0	0	0.000667334	0.001141639	0.001094953	0	0.000658948	0	0	0	0.000784268	0	0	0	0.00129191	0	0	0.002738119	0.007281355	0.000403877	0	0	0.000681938	0.004772791	9.67961e-05	0	0.006090767	0.005526036	0.001129397	0.000806225	0	0	3.48371e-05	0.000247586	0	0	0.000731924	0.000955475	0	0	0	0.000225213	0.000874126	0.002364465	0.001856635	0.00777605	0.00339613	0.006248653	0	0	0.005046481	0	0.001747353	0	0.002515396	0.01031495	0.001537673	0.001570242	0	0.000901551	0.002158132	0.000242057	0.000250878	0	0.0001468	0.000144865	0.000419393	0.000298151	0	0.003926702	0.000885347	0.004313049	0.002331391	0.000925326	0.004643723	0.001669608	0.0003572	0	0	0	0.001270462	0	0	0	0	0	0.04696021	0.054098541	0.017654897	0.008988764	0.035038464	0.055864305	0	0	0.003742252	0	0.002478201	0	0	0	0.000796178	0.000153988	0.000504592	0.000891928	0.000886706	0.000608236	0.007301738	0.004380361	0	0	0	0	0	0	0	0.000102312	0.012775277	0	0.000929426	0	0	0.004681397	0.00766636	0.024590164	0.000513611	3.17491e-05	0.002732755	0.009955202	0.00016675	0.03509966	0.034719498	0.004122534	0.001512573	0.00032104	0.000238464	0.000910278	0.012206838	0.001106807	0	0.006965475	0.018950909	0.011712285	0	1.73901e-05	0.007761816	0.001045604	0.000982669	0.004092675	0.005444646	0.017025836	0.000163052	0.006940428	0.002570093	0	0	0	0	0	0.026751347	0.003508772	0	0.001882149	0.023374391	0.028173105	0.00061237	0.00146335	0	0.023410313	0.000151149	0.000175608	0.004204697	0.002063532	0.013325773	0	0.001123776	0	0	0.000251256	0.001979896	0.00151182	0.001075462	0.000130642	0.002001955	0.000209658	0.000291036	0	0.009305232	0.000109004	0.000713267	0.002413516	0.003465588	0.000264457	0.007257099	0.00021245	0.005606524	0	0.000273523	0.000572792	0.000863807	0.003059292	0.001596463	0.000449736	0.00804331	0	0.008162878	0.000970739	0	3.2514e-05	0.001759015	0.003862725	8.84721e-05	0	0.001428856	0.00062751	0.00092802	0	6.83761e-05	0.005621135	0.006549679	0.01425332	2.68356e-05	0.000397456	0	0.003899929	0.000477099	0	0.003564448	0.004147465	0.004422644	0.046756094	0.05823017	5.62588e-05	0.004003737	0	0	0
Bacteroides 3511	0.000917896	0.004680653	0	0	0	0	0	0	0.000197798	0.003379722	0	0	0	0.001668521	0.001027644	0.000739308	0.000128349	0.004031581	0.002692608	0	0.000957563	0	0	0	0.001679575	0.000188271	0.001436688	0	0	0.000232376	0	0	0	0	0.00230179	0.001754386	0	0	0.002154012	0.001325381	0.002013809	0.001394873	0	0	0	0.000594221	0.000584485	0	0	0.000276947	0.000652505	0	0	0	0.000380807	0	0	0	0	0.000505646	0	0	0.000675562	0.000968679	0	6.40779e-05	0	0	0	0	0	0	0	0	0	0.001244783	0.001256194	0	0.00018031	0.002354326	0.000302572	0	0	0.002055197	0	0	0.002782747	0.000443262	0	0	0.000156838	0.000166528	0	0.000103194	0.000286219	0.000198444	0	0	0	0	0.000717539	0	0	0	0	0	0	0	0	0.000954574	0.000810467	0	0	0	0.014444616	0.010647086	0.002316155	0	0	0.000132696	0	0	0	0	0.022869655	0.000473261	0.001733893	0.00020923	0	0	0	0.007818373	0.017983193	0.006730482	0.010026601	0	0	0	0.000357015	0.000118977	0	4.38078e-05	0	0	0.008826237	0	0.003733201	0.009504752	0	0	0.012557874	0	0.001805851	0.001788482	0.007796731	0	0	0	0.001514234	0.01429403	0.022321239	0	0.003391068	0	0.018660018	0.020904056	0.001109878	0.001337281	0.005179188	0	0.010410642	0.00046729	0.00162589	0.002235371	0.004463653	0	0	0	0	0	0	0	0	0.008879363	0	0	0	0	0.016068136	0.001333197	0.000750375	0.003969379	0	0	0.005921053	0.000204457	0.004271357	0.005178191	0.002817482	0	0	0	0.001886924	0.003259604	0.00131678	0	0	0.000713267	0	0	0.000749295	0.00077503	0	0	0.002067336	0	0	0	0	0	0	0	0.001837485	0	0.001109416	0.003695882	0.004747041	0	0	0	0	0.000564897	0.00251004	0	0.00284576	0	0	0	0	0.002764062	0	0	0	0	0	0	0.000230415	0.000723705	0	0	0.001462729	0	0	0	0.000100847
Escherichia 5631	0.000158258	0.000365157	0.00676836	0	0.008726003	0.001614292	0.007754011	0.004244387	0	0	0	0.002438051	0.003538115	0.001112347	0.002569109	0	0.007765121	0	0	0.000185494	0	0.001001001	0.001902732	0.001676647	0	0.001129624	0	0	0	0.00124902	7.62602e-05	0.00017298	0	0.000984313	0.000191816	0.000146199	0.002933698	0.012067414	0.000134626	0	0	0.000805927	0.009625797	0.000967961	0	0.01010176	0.009670563	0.001290739	0.001437185	0	7.25005e-05	0	0.000742758	0	0.001142422	0.001163879	0.001504873	0	0	0	0.000225213	0.001201923	0.003208917	0.003309655	0.013495209	0.005062156	0.01335919	0	0	0.005949535	0	0.002235584	0	0.003296036	0.01444093	0.003368236	0.002337916	5.23095e-05	0.00018031	0.008043947	6.05144e-05	0.000250878	0	0.0001468	0	0.000335514	0.000795071	0	0.008414361	0.001770695	0.007057716	0.00549542	0.001850652	0.006191631	0.002575967	0.000714399	0	0	0	0.002345468	0	0	0	0.000133994	0	0.014744496	0.014704269	0.00532978	0.003245943	0.0142063	0.013777932	0	0	0.001754181	0	0.000734282	0.000289519	0.000239406	0	0.000398089	0.000153988	0.000100918	0.000148655	0.000204625	0.000364941	0.002839565	0.001277605	2.989e-05	0	0	0	0	0	0	0.000102312	0.004988441	0	0.000123923	0	0	0.001311984	0.002102773	0.006935687	0.000171204	6.34981e-05	0.000848096	0.004230961	0	0.013903743	0.01520204	0.000951354	0.000567215	0.00020065	0	0.000712392	0.003899407	0.001798561	0	0.000605694	0.005885777	0.004243582	0	0	0.002201112	0.000160862	0	0.000624306	0.001241761	0.004881534	0	0.004048583	0.000934579	0	0	0	0	0	0.010969977	0.000825593	0	0.000868684	0.006187339	0.006680221	0	0.000199548	0	0.008225245	0	8.7804e-05	0.003589375	0.001563282	0.016728098	0	0.000321079	0	0	0.000753769	0.000456899	0.000893348	0.001075462	0.000326605	0.001326877	0.000279544	0.000291036	0	0.007985834	0	0.00053495	0.001810137	0.003110144	0.000308533	0.004579722	0.00021245	0.004841998	0	0.000820569	0.000286396	0.0004479	0.000874083	0.000921036	0.000473406	0.005413766	0.000204165	0.008922215	0.000832062	0	0	0.001507727	0.002525628	8.84721e-05	0	0.000498438	0.00062751	0.00046401	0	6.83761e-05	0.00289087	0.006055363	0.009718173	0	0.000397456	0	0.002530805	0	0	0.000574911	0.000768049	0.000241235	0.00496582	0.004890723	5.62588e-05	0.000400374	0	0	0
Bacteroides 6779	0.002563778	0.010489975	0	0	0	0	0	0.000223389	0.000758225	0.010139165	0	0	0	0.003337041	0.004932689	0.003298453	0.000545484	0.013606585	0.010205854	0	0.003482046	0	0	0	0.005691891	9.41354e-05	0.004310063	0.000223364	0.000340149	0.003892294	0.000457561	0.00017298	0	0	0.005370844	0.008260234	0	0	0.002154012	0.002982107	0.004890679	0.005424506	0	0	0	0.002748273	0.002072264	0	0	0.004375762	0.003190024	0	0	0	0.000380807	0	0	0	0.000472813	0.000370807	0	0	0.00298373	0.005489183	0	0.000768935	0	0	0	0	0	0	0	0	0	0.003807571	0.005024775	0	0.00036062	0.006278203	0.003146747	0.000752634	0	0.006752789	0.000289729	0	0.012919897	0.000443262	0	0	0.000392095	0.001498751	0	0.000103194	0.00200353	0.000873154	0	0	0	0	0.00152867	0	0	0	0	0	0	0	0	0.000449211	0.000289452	0.003861004	0	0	0.006488491	0.003304268	0.003039954	0	0	0	0	0	0	0	0.009123533	0.000135217	0.00036503	5.978e-05	0	0	0	0.009321906	0.007394958	0.009422674	0.004706364	0	0	0	0.000357015	0	0	0	0	8.56018e-05	0.004159126	0	0.00143106	0.005336001	0	0	0.004693347	0	0.002407801	0.002026946	0.002928721	0	0	0	0.00090854	0.005497704	0.008359856	0	0.001617279	0	0.005308453	0.005717349	0.000277469	0.001146241	0.001756161	0	0.005494505	0.000233645	0.002167854	0.002235371	0.001558736	0	0	0	0	0	0	0	0	0.003061849	0	0	0	0	0.006848714	0.001640857	0.001375688	0.007938758	0	0	0.023684211	0.001022286	0.004522613	0.010051782	0.00597856	0	0	0	0.003703963	0.007101281	0.002445448	3.4721e-05	0	0.002020922	0	0	0.002159732	0.000845487	0	0	0.003839338	0	0	3.19928e-05	0	2.04675e-05	0	0	0.004491629	0	0.000416031	0.00686378	0.006145142	0	0	0	0	0.000897189	0.005271084	0	0.002561184	0	5.35346e-05	0.000123579	0	0.005018248	0	0	0	0	0	0	0.000230415	0	0	0	0.00045007	0	0.000321165	0	0.000100847
Bacteroides 5679	0.002500475	0.000829903	0	0	0	0	0	0	0.000560427	0.010139165	0	0	0	0	0.005549276	0.001762966	0.000224611	0.009407022	0.008512117	0	0.002829162	0	0	0	0.003732388	0	0.002873376	0	7.55886e-05	0.000464752	0.00015252	0	0	0	0.003580563	0.004532164	0.00019558	0	0.002961766	0.002567926	0.000575374	0.002727752	0	0	0	0.001782664	0.001806589	0	0	0.000221558	0.000507504	0	0	0	0	1.19988e-05	0	0	0.000472813	0.000303388	0	0	0.00157631	0.002018082	0	0	0	0	0	0	0	0	0	0	0	0.002782456	0.003663898	0	0	0.006082009	0.000484115	0	0	0.004917792	0	0	0.011627907	0	0	0	0.000313676	0.000499584	0	5.15969e-05	0.001192577	0.000476266	0	0	0	0	0.001247894	0	0	0	0	0	0	0	0	0.00039306	0.000405233	0	0	0	0.006025027	0.002569986	0.000579039	0	0	0.000132696	0	0	0	0	0.007967885	0	0.000273773	0.00011956	0.000116401	0	0	0.001954593	0.005714286	0.001495663	0.002660119	0	0	0	0.000267762	0	0	0	0	0	0.003111407	0	0.00087108	0.002668001	0	0	0.003932264	0	0.00012039	0.000357696	0.001939288	0	0	0	0	0.004398163	0.005559092	0	0.000834725	0	0.004665004	0.005270681	0.000346837	0.001146241	0.001160852	0	0.003759398	0.000233645	0.000309693	0.000131492	0.001912994	0	0	0	0	0	0	0	0	0.004286589	0	0	0	0	0.004038985	0.001128089	0.000375188	0.003969379	0	0	0.001315789	0.000613371	0.009798995	0.006396588	0.004398021	0	0	0	0.002515899	0.00459837	0.001363807	3.4721e-05	7.26691e-05	0.001010461	0	0	0.001807123	0.000211372	0	0	0.002126403	0	0	0	0	2.04675e-05	0	0.000154679	0.000204165	0	0.000693385	0.003343893	0.003218884	0	0	0	0	0.000531667	0.001380522	0	0.002276608	0	5.35346e-05	0	0	0.004562044	0	0	0	0	0	0	0.001459293	0.000723705	0	0	0.00416315	0	0.001498769	0	0
Escherichia 3505	3.16516e-05	0.002722082	0.002592854	0	0.002617801	0.004412398	0.002272727	0.000558472	0	0.000198807	0	0.000664923	0.00048247	0.005005562	0.000822115	0	0.0017648	0	0	0	0	0.001334668	0.000684984	0.000205304	0	0.00263579	0	0.000893455	0	0.000348564	7.62602e-05	0	0	0.000369117	0	0	0.003911598	0.002699828	0	8.28363e-05	0	0.000154986	0.001724622	0.005517375	0	0.00252544	0.001859724	0.000242014	0.00021032	0	0	0	4.95172e-05	0	0.003046458	0.000323966	9.55475e-05	0	0	0	5.63031e-05	0.000218531	0.000675562	0.000807233	0.003561932	0.00153787	0.003232062	0	0	0.002071713	0	0.000513927	0	0.006245121	0.002888186	0.00058578	0.000523414	0	0	0.000980969	0	0.000250878	0	0	0	0.000167757	0.000397535	0.003989362	0.001121915	0.000321945	0.001097867	0.000832639	0.003238642	0.001547908	0.000715546	0.000158755	0	0	0.000176835	0.000439775	0	0	0	0.000267989	0	0.049080994	0.047788873	0.01943149	0.007490637	0.042675052	0.050827834	0.001287001	0	0.008303122	0	0.002937127	0.000434279	0	0	0.01141189	0	0.000807347	0.000594619	0.000886706	0.000973177	0.005543912	0.005384194	0	0	0	0	0	0	0	0	0.0122886	0	0.001177272	0	0	0.004234129	0.008673939	0.021437579	0.000684814	6.34981e-05	0.004617414	0.011075162	0	0.044822557	0.046783052	0.002917486	0.002079788	0.00056182	0.000238464	0.000989433	0.013789206	0.005118982	0	0.006662629	0.017398616	0.010269467	0	0	0.007182576	0.001608622	0.000804002	0.004855716	0.004298405	0.016966306	0	0.006651243	0.002102804	0	0	0	0	0	0.029253272	0.003508772	0	0.001303026	0.01959324	0.032239326	0.000306185	0.000997738	0	0.023726669	0	0	0.002051072	0.001438219	0.007655231	0	0.000963236	0	0.000204457	0.000251256	0.000609199	0.000618472	0.000896218	0.000261284	0.001303599	6.98861e-05	0.000116414	0	0.00513871	0	0.000237756	0.00160901	0.001910517	0.000132228	0.00310012	0.002761844	0.002293578	0	0.000273523	9.54654e-05	0.000255943	0.001068324	0.000491219	2.36703e-05	0.002474865	0.000204165	0.005078069	0.000832062	5.86648e-05	0	0.002010303	0.00141138	8.84721e-05	0	0.000299063	0.001380522	0.000522011	0.000284576	0	0.001927246	0.002471577	0.006154843	2.68356e-05	0	0	0.001576567	0	0	0	0	0.000321647	0.003289049	0.003973712	0	0.000533832	0.000107055	0	0
Bacteroides 6508	0.000221561	9.95884e-05	0	0	0	0	0	0	6.59326e-05	0.001590457	0	0	0	0	0.000719351	0.00011374	6.41746e-05	0.001511843	0.000564579	0	0.000174102	0	0	0	0.002332742	0	0.000522432	0	0.005404588	0.030121707	0.001982765	0.002940668	0	0	0.000319693	0.000730994	0	0	0.000134626	0.000165673	0.000287687	0.000340969	0	0	0.000187512	0.003045384	0.003878852	0	0	0.037443226	0.034510259	0	0	0	0	0	0	0	0	3.37098e-05	0	0	0.029781005	0.039554407	0	0.005126233	0	0	0	0	0	0	0	0	0	0.000219668	0.000174471	0	0.001442481	0.000588582	0.027836611	0.013296538	0	0.0002936	0.004056207	0	0.001689525	0	0	0	0	0.000166528	0	0	0.000190812	7.93777e-05	0	0	0	0	0.000218381	0	0	0	0	0	0	0	0	5.61514e-05	0	0	0	0	0.000811061	0.003212483	0	0	0.000863707	0	0	0	0	0	0.000973177	0	9.12575e-05	0	0	0	0	0.000300707	0.000504202	0.001495663	0.00092081	0	0	0	0	0	0	0	0	0	0.000317491	0	6.222e-05	0.00050025	0	0	0.000380542	0	0.093222039	0.106951234	0.000158309	0	0	0	0.066626287	0.000323394	0.000721409	0	0.000104341	0.000115848	0.000482587	0.000714669	0	9.55201e-05	0.000208358	0	0.018507808	0.00046729	0.083539796	0.090203813	7.08516e-05	0	0	0	0	0	0	0	0	0.000306185	0	0	0	0	0.000175608	0.184801559	0.167083542	0.000850581	0	0	0.001315789	0.000204457	0.000502513	0.005025891	0.00371083	0	0	0	0.00034943	0.000640279	0.000188111	0.005069268	0	0.000118878	0.000603379	4.44306e-05	0.000352609	0.082857747	0	0	0.0003544	0	0	0	4.85602e-05	2.04675e-05	0	0.000154679	0	0	0.038968243	0.000645313	0.000877877	0	0	0	0	0.000166146	0.000251004	0	0	6.83761e-05	0.003238845	0.00321305	0	0.000697724	0	0	4.14886e-05	0	0	0	0.004070661	0.004905114	0.000193473	0	0.000225035	0	0.00021411	0	0
Bacteroides 5510	0.001455973	0	0	0	0	0	0	0	0.00089009	0.000198807	0	8.86564e-05	0	0	0.000411057	0	0.012834911	0.00268772	0.001346304	0	0	0	0.014232438	0.0186142	0	0	0.006465095	0	0	0	0	0	0.003630769	0	0.002173913	0.005409357	0	0	0	0.003976143	0	0.002262794	0	0	9.37559e-05	0	5.3135e-05	0.002581478	0.001332025	0.000110779	7.25005e-05	0	4.95172e-05	0	0.000190404	0	0	0	0	0	0	0	0	0	0	0.001409714	0	0	0.000616333	0	0	0	0	0	0	0	0	0	0	0.000196194	0	0	0	0	0	0	9.93838e-05	0	0	0	0.000548934	0	0	0	0.00062014	0.0003572	0	0	0	0	0.000187184	0	0	0	0	0	0	0	0	5.61514e-05	5.78905e-05	0	0	0.000116945	0.00019311	0.005598899	0	0	0	0	0	0.001917449	0.001932511	0.00784394	0.002128824	0	0.000273773	0.00020923	0	0	0	0.001202827	0.00302521	0.000598265	0.000716186	0	0	0.010905261	0	0	0.002266154	0.001752311	0	0	6.34981e-05	0.000282699	0.00211548	0	0	0	0.000761083	0.008130081	0.007825354	0.005365447	0.000633237	0	0	0	0	0	0	0	0.003373678	0	0.017453551	0.021082723	0	0	0.000208358	0	0	0	0.008748839	0.009861933	0.001062775	0	0	0	0.000206398	0	0	0	0	0	0	0	0	0	0.000790236	0	0	0	0	0	0.000657895	0	0.010050251	0.01675297	6.87191e-05	0	0.007381279	0	0.000628975	0.001804424	0.000799473	0	0	0.000713267	0	0	0.00264457	0	0	0	0.000590667	0	9.54654e-05	0.000383914	0	0	0.001112505	0	0	0.006264534	0.00138677	0.000410654	0.00016257	0	0	0	0	9.96876e-05	0.000878514	0	0.000284576	0.000752137	0	0	0	0	0	0	4.14886e-05	0.000159033	0	0.000689893	0.003993856	0.003940174	0	0.00061134	0.027679325	0	0.001284659	0	0.001210165
Eubacterium 4438	0	0	0	0	0	0	0	0	0.005736138	0	0.000129807	0	0	0	0.000513822	0.02394222	0	0	0	0.131515489	0.002785637	0	0.012710252	0.015637297	0.00317253	0	0.000718344	0	0.003099135	0.017195806	0	0	0.008246154	0.020239926	0	0	0	0	0	0.002567926	0.000383583	0.000650941	0.000401075	0	0.001218826	0	0	0	3.50533e-05	0	0.001740013	0.031945654	0	0	0.000190404	2.39975e-05	0	0	0	3.37098e-05	0	0	0.000281484	0.000403616	0	0.007368961	0	0	0.009553159	0.009455511	0.00295082	0	0	0	0.000137533	0.007761587	0.009246982	0.016895956	0.00036062	0.006278203	0	0	0	0.002862595	0	0	0.003975353	0	0	0	7.84191e-05	0	0	0	0.005485856	0.001587554	0	0	0	0.00674322	0.000249579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550711	0	0	0	0	0	0	0	0	0.003710237	6.76087e-05	0.000638803	0.008279531	0	0	0	0	0	0.013161831	0.017802333	0.008030174	0	0.027696883	0	0	0.004741032	0.004731239	0	0	0.041972251	0	0.00242658	0.00183425	0	0	0	0	0.004334042	0.006557768	0.011516998	5.65131e-05	0	0.00795107	0.002422774	0	0	0	0.009877574	0	0.001126036	0.000178667	0	0	0	0	0.000289184	0	0.001316197	0.001972387	0.010911152	0	0	0	0.002992776	0	0.000434342	0	0	0.001530925	0	0	0	0	0.006146281	0.000615322	0.000750375	0	0.000468165	0	0.000657895	0	0	0	0.002405168	0	0.0024822	0	0	0	0.001834086	0	0	0.003328578	0.002011263	0	0.000176305	0	0	0	0.00253987	0	0	3.19928e-05	0.002088088	0.000818699	0.002367032	0.000464037	0	0	0.007072528	0.002639916	0.002601118	0	0.003937008	0	0	0	0	5.80013e-05	0	0.012034188	0.000133837	0	0	2.68356e-05	0	4.1115e-05	0	0	0	0	0.001920123	0.000402059	0	0	0.006357243	0.002402242	0.002890483	0	0
